ProductRelated,ProductRelated_Duration,Administrative_Duration,BounceRates,ExitRates,PageValues,VisitorType,Month_May,Month_Nov,OperatingSystems_Android,OperatingSystems_iOS,TrafficType_Direct_Traffic,TrafficType_Organic_Traffic,TrafficType_Referral_Traffic,TrafficType_Social_Traffic,Purchase
0.3811980387534162,0.7552160584620954,0.6438395267862712,0.0,0.12743948952851578,0.0,0,1,0,1,0,1,0,0,0,0
0.4073564433463476,0.5371155280941081,0.0,0.18259033018390552,0.1901240282777411,0.0,0,0,0,0,1,0,0,0,0,0
0.21521489571036773,0.3135069121080304,0.0,0.0,0.5526335288959652,0.0,0,0,0,1,0,0,0,0,1,0
0.31528412347975887,0.644159911160165,0.46643123630377503,0.25421014998046026,0.22741202629365637,0.0,0,0,0,0,1,0,0,0,0,0
0.21521489571036773,0.5172795738340552,0.0,0.0,0.5526335288959652,0.0,0,0,0,0,0,0,1,0,0,0
0.6055260678381118,0.6796608804798497,0.680316789915685,0.0,0.057338052437903145,0.0,0,1,0,1,0,0,0,0,1,0
0.5024659874665054,0.6304575919537071,0.0,0.053788920560945454,0.31349599363071884,0.0,0,0,0,0,0,1,0,0,0,0
0.5550181084406983,0.7648937471807138,0.0,0.0,0.012067147937100436,1.0,1,0,0,0,0,1,0,0,0,1
0.2715709622308984,0.0,0.0,1.0,1.0,0.0,0,0,1,0,1,0,0,0,0,1
0.6527690009843146,0.8437527730545861,0.3237660780535946,0.24232833489945507,0.3398840705683033,0.0,0,0,0,1,0,0,1,0,0,0
0.4073564433463476,0.7418534648276397,0.0,0.18259033018390552,0.476838158076358,0.0,0,0,0,0,0,0,1,0,0,0
0.8147128866926951,0.8539397534662463,0.3332052450826101,0.052060744824080414,0.11224431894699849,0.0,0,1,0,0,0,0,0,0,0,0
1.0,1.0,0.7160030764004381,0.020150980356572475,0.10664006392405644,0.12181345779608746,0,0,1,1,0,1,0,0,0,0
0.4697405867226626,0.685171603809284,0.5891929211893285,0.0,0.08852482294073609,0.0,0,0,0,0,1,0,0,0,1,0
0.43042979142073545,0.6066186798409059,0.8470392891814261,0.0,0.14317427227074306,0.0,1,0,0,0,1,1,0,0,0,0
0.3510003768258169,0.6119149333364279,0.0,0.0,0.22741202629365637,0.0,0,1,0,1,0,0,0,1,0,0
0.7020007536516338,0.7209199644879116,0.0,0.11744879254954982,0.3033728970193593,0.0,0,0,1,1,0,0,0,0,1,0
0.3811980387534162,0.6093623708382593,0.0,0.0,0.3742113479578426,0.0,0,0,0,1,0,0,1,0,0,0
0.43042979142073545,0.5116022900065414,0.3993589515387635,0.0,0.1148208494262307,0.0,0,0,0,1,0,0,0,0,0,0
0.6305682469595177,0.7171769989132708,0.5346669031071825,0.0,0.06652000661803009,0.0,0,0,0,1,0,1,0,0,0,0
0.9021392091904162,0.9263324309582286,0.908426165570765,0.004153496851960915,0.012201137626529317,0.14897239988942007,0,0,0,1,0,0,0,0,0,1
0.6305682469595177,0.8021277030406999,0.9419348583792245,0.0,0.06406986029532917,0.0,1,0,0,0,0,0,0,0,0,0
0.6849554824330303,0.7728898580773972,0.557226280032311,0.03693188516745439,0.09312479526943736,0.8650100781928293,1,0,0,1,0,1,0,0,0,1
0.6727079295462651,0.8432639509346156,0.0,0.16514340691214088,0.2870531952707884,0.642897402689264,0,0,1,1,0,0,0,0,0,0
0.9828702700376035,0.9107757943173803,0.0,0.035857896310392504,0.035037898635402236,0.0,0,1,0,1,0,0,0,0,0,0
0.9295181600385028,0.9452379935529374,0.9999999999999999,0.0101991010375119,0.09763012672802986,0.5455880005115973,0,0,1,1,0,0,1,0,0,0
0.3510003768258169,0.5315007859202284,0.9999999999999999,0.0,0.08852482294073609,0.0,0,0,1,1,0,1,0,0,0,1
0.6789274055772461,0.7928506194139372,0.8751447896997069,0.03916342986325753,0.06985943976826829,0.0,0,0,0,0,1,0,0,1,0,0
0.3510003768258169,0.48591003322780013,0.0,0.0,0.22741202629365637,0.0,0,1,0,1,0,0,0,0,1,0
0.614234036558744,0.8086532322983769,0.8690005814298278,0.0,0.07782673791070786,1.0,0,0,0,0,1,1,0,0,0,0
0.9666488385922934,0.9426297922814463,0.7350800272035123,0.0,0.048140908143338795,0.7099768635248334,0,0,1,1,0,1,0,0,0,0
0.7368079703770293,0.92068845521115,0.6783333417967972,0.004908391041459942,0.11186707005390455,0.0,0,1,0,1,0,0,0,0,0,0
0.732198415579233,0.8491136126136292,0.8245507127898484,0.0,0.05769463938015944,0.0,1,0,0,0,1,0,0,0,0,0
0.3811980387534162,0.4926292602481165,0.0,0.5187990479620066,0.6398271048298014,0.0,0,0,0,1,0,0,0,1,0,0
0.9362161471941145,0.9130427231999743,0.0,0.04379427452737851,0.09471338630898365,0.34009876330493904,0,0,1,1,0,1,0,0,0,1
0.2715709622308984,0.4082999096072795,0.0,0.0,0.1901240282777411,0.0,0,0,0,1,0,1,0,0,0,0
0.43042979142073545,0.6565443391174816,0.8255232242073371,0.0,0.01929540162988162,0.0,1,0,0,0,1,0,0,0,0,0
0.43042979142073545,0.6779848559680262,0.0,0.3162348145636645,0.6614221483768278,0.0,0,0,0,0,0,0,0,0,1,0
0.2715709622308984,0.5867148077847314,0.0,0.0,0.3742113479578426,0.0,0,0,1,0,1,0,0,0,0,0
0.4697405867226626,0.6101342080798281,0.35850921028591026,0.0,0.15601649839032378,0.0,0,0,0,1,0,0,0,0,0,0
0.6527690009843146,0.8618814477611368,0.9352445108752282,0.2913536754295159,0.37778060596240925,0.0,0,1,0,1,0,0,0,0,0,0
0.8483778433873894,0.940814816386799,0.0,0.017034249270229018,0.09959214282298998,0.0,0,0,0,1,0,0,1,0,0,0
0.21521489571036773,0.3593543589330507,0.0,0.0,0.5526335288959652,0.0,0,1,0,1,0,0,0,0,0,0
0.614234036558744,0.6855100099530271,0.0,0.02939473806354078,0.07419783523678641,0.7490413792304573,0,1,0,0,1,1,0,0,0,1
0.5169835198688654,0.6278937797608589,0.0,0.22744537325211453,0.43856565410351134,0.0,0,0,1,0,0,1,0,0,0,0
0.6225713390567154,0.7545984273854516,0.0,0.0,0.149319758768251,0.0,0,1,0,0,1,0,0,1,0,0
0.4073564433463476,0.6887670488252662,0.7201016613585086,0.12835128304003934,0.22741202629365637,0.0,0,1,0,1,0,0,0,0,0,0
0.5024659874665054,0.6314175066493988,0.0,0.07161982178493564,0.1494562477911992,0.0,0,0,0,0,1,0,0,0,1,0
0.6305682469595177,0.783188924328467,0.0,0.3320434299315649,0.2786159011610018,0.0,0,0,1,1,0,0,0,0,0,0
0.770233004151066,0.8123752185066885,0.4216395485082141,0.06449334790658792,0.12316835040876656,0.0,0,0,1,0,1,0,1,0,0,0
0.9040884495538609,0.8967842903729194,0.0,0.07731536591042602,0.21438848861256607,0.0,0,0,0,1,0,0,1,0,0,0
0.4073564433463476,0.5761425609751384,0.0,0.44717922486652045,0.5022135267627699,0.0,0,0,0,1,0,0,0,0,1,0
0.1357854811154492,0.045847446825020295,0.0,0.0,0.3742113479578426,0.0,0,0,0,1,0,0,0,1,0,0
0.21521489571036773,0.4020164199926446,0.748616020129544,0.0,0.13643602341308794,0.0,1,0,1,1,0,0,0,0,0,0
0.1357854811154492,0.0,0.0,1.0,1.0,0.0,0,1,0,0,1,0,1,0,0,0
0.1357854811154492,0.0,0.0,1.0,1.0,0.0,0,1,0,1,0,0,0,0,1,0
0.5169835198688654,0.7245429900879451,0.6196307494870968,0.0,0.03852681089310455,0.0,0,0,1,1,0,1,0,0,0,0
0.8534663642923224,0.929652747186046,0.7094413228009185,0.015984048803738906,0.06162363492834085,0.6725177011858485,0,0,1,0,1,0,0,0,1,1
0.5550181084406983,0.7305927728591717,0.5131570927205064,0.0,0.07202904326355908,0.7419910819346694,1,0,0,1,0,1,0,0,0,0
0.5169835198688654,0.5690563931118597,0.0,0.1532865226748516,0.2249608499230857,0.0,0,1,0,1,0,0,0,0,1,0
0.7987775166880509,0.9208771340585011,0.6720189961587333,0.0,0.0620141026406659,0.0,0,0,0,1,0,1,0,0,0,0
0.4867858579412661,0.6130033966406284,0.680316789915685,0.12835128304003934,0.1525946879521016,0.0,0,0,1,0,0,1,0,0,0,0
0.4073564433463476,0.5864938064529187,0.9087446141849674,0.30152078565889484,0.3534661962886396,0.0,0,0,0,0,1,0,1,0,0,0
0.7623960775068324,0.7962645208969467,0.6523232594116324,0.0,0.036126368691413314,0.0,0,1,0,1,0,0,0,0,1,0
0.6789274055772461,0.7488574118378171,0.0,0.02022319265345333,0.23959508463269913,0.0,0,0,0,1,0,0,0,0,0,0
0.576806881156491,0.7866580754622036,0.5877710065421002,0.15251357872249066,0.22564183619638578,0.6614310860087598,0,0,0,0,1,0,0,0,1,1
0.43042979142073545,0.5161078149870658,0.0,0.16004585958127984,0.32873453536868885,0.0,0,0,0,1,0,0,1,0,0,0
0.732198415579233,0.8709566489395922,0.0,0.02939473806354078,0.17735720611500994,0.0,0,1,0,1,0,0,0,0,0,0
0.5431419244617968,0.7268954141366112,0.0,0.0,0.1525946879521016,0.0,1,0,0,1,0,0,0,0,0,0
0.3510003768258169,0.459129383242493,0.0,0.498825142046933,0.6571095701941754,0.0,0,0,0,1,0,0,1,0,0,0
0.741311548953561,0.7367320850519383,0.692809643272646,0.0,0.030760090640680297,0.9326328181958587,1,0,0,1,0,1,0,0,0,1
1.0,0.9977456929826277,0.0,0.05014284887902173,0.13297567213799497,0.29575234014316315,0,0,1,1,0,0,1,0,0,1
0.7740369496974039,0.7944733694761114,0.6685507104173046,0.14616380964492398,0.208145914802623,0.0,0,0,0,1,0,1,0,0,0,0
0.6789274055772461,0.8151450738818314,0.0,0.04168199628153758,0.09277419242756679,0.0,0,0,0,1,0,1,0,0,0,0
0.8084934106617144,0.8635700381879658,0.5994624825692961,0.03846615467505351,0.2079101309506899,0.0,0,1,0,1,0,1,0,0,0,0
0.1357854811154492,0.0,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0
0.5550181084406983,0.5508964592579793,0.0,0.4687483920802888,0.4863669399895752,0.0,0,0,0,0,1,0,0,1,0,0
0.9208101913178708,0.9958881276604468,0.9999999999999999,0.005399021882909548,0.03091172999668813,0.3059178013826617,0,0,0,0,0,1,0,0,0,0
0.5550181084406983,0.6364579925288689,0.0,0.0805169110420489,0.23669667932070598,0.0,0,0,1,1,0,1,0,0,0,0
0.7954287677885552,0.9410779203940227,0.0,0.022702398399649104,0.10583825729084909,0.0,0,1,0,1,0,0,0,1,0,0
0.4697405867226626,0.6604230609628462,0.6680184070894681,0.0,0.1148208494262307,0.0,0,1,0,1,0,0,1,0,0,0
0.5868550857106573,0.8216602557670776,0.7130764740291128,0.06449334790658792,0.14694427651013398,0.0,0,0,0,0,0,0,1,0,0,0
0.7226405668261064,0.851230108120968,0.0,0.0,0.014848316442567476,0.0,1,0,1,1,0,1,0,0,0,0
0.5868550857106573,0.6081946456563679,0.0,0.0,0.1208015263214351,0.0,0,0,0,1,0,0,0,0,0,0
0.2715709622308984,0.47026036816204553,0.0,0.0,0.1901240282777411,0.0,0,0,1,0,0,0,0,0,0,0
0.4867858579412661,0.5481945370454526,0.6607414485487423,0.0995410719016644,0.1842760603520302,0.0,0,1,0,1,0,1,0,0,0,0
0.770233004151066,0.8047713411642415,0.0,0.0,0.009655730085541304,1.0,1,1,0,1,0,1,0,0,0,1
0.8207409635484795,0.9321963238278511,0.610645646856121,0.0,0.11659700610047224,0.0,0,0,1,1,0,0,0,1,0,0
0.1357854811154492,0.0,0.0,1.0,1.0,0.0,1,0,0,1,0,0,0,0,0,0
0.21521489571036773,0.38075265521548546,0.5926919127483828,0.0,0.22741202629365637,0.0,1,0,1,0,0,1,0,0,0,0
0.43042979142073545,0.48513819598623137,0.0,0.16004585958127984,0.28289822404828985,0.0,0,1,0,1,0,0,0,0,0,0
1.0,0.9987599857592208,0.661762426440648,0.03685111966979415,0.12027990752094231,0.0,0,0,1,1,0,0,1,0,0,0
0.6727079295462651,0.7175483026647982,0.45844494362786264,0.0,0.22741202629365637,0.0,0,1,0,1,0,0,0,0,0,0
0.7663537280749669,0.9618447578906559,0.5926919127483828,0.05973800634584335,0.16826144105157795,0.4779791729251732,0,1,0,1,0,0,0,0,0,1
0.7542325196235585,0.7923669198724359,0.9999999999999999,0.0,0.023618215587073693,0.0,0,1,0,1,0,0,0,0,0,0
0.576806881156491,0.6718605903468994,0.555331936199164,0.22297381006758188,0.33329830424367934,0.0,0,0,0,1,0,0,1,0,0,0
0.8084934106617144,0.8575147252646744,0.0,0.13667961822126865,0.23334982984989328,0.0,0,0,1,0,1,0,0,1,0,0
0.5024659874665054,0.5985336509286996,0.0,0.10713513533054124,0.41933424638263045,0.0,0,0,0,1,0,1,0,0,0,0
0.8584260479415556,0.9643787092176603,0.886567110937281,0.014882966780173115,0.13007785280479212,0.7119859102047345,0,0,1,1,0,0,0,0,0,1
0.4697405867226626,0.8577102807136286,0.7968643267606053,0.09193810686262677,0.12293598256260799,0.0,1,1,0,0,0,0,0,0,0,0
0.6382514685819547,0.8405508204165595,0.0,0.05164591458780089,0.21252558899356958,0.0,0,0,0,0,0,0,1,0,0,0
0.43042979142073545,0.5611672884710471,0.6892527665980525,0.0,0.016542846334889047,0.0,0,1,0,0,1,0,0,0,0,0
0.5024659874665054,0.7185122387257084,0.0,0.10713513533054124,0.4641087019748357,0.0,0,1,0,1,0,0,0,1,0,0
0.8703022319204572,0.8057528163664938,0.728712546764917,0.0,0.03808028901820059,0.3989713528708534,0,0,1,0,0,0,0,0,0,0
0.43042979142073545,0.610900812486315,0.0,0.0,0.14317427227074306,0.0,0,0,0,0,1,0,1,0,0,0
0.9312142489040044,0.9204117318124981,0.7955378963969713,0.0,0.09369334146420401,0.43369993961390574,0,0,1,1,0,0,0,0,0,1
0.3510003768258169,0.3593543589330507,0.0,0.7345430455685482,0.8605782861354605,0.0,0,0,0,0,0,0,0,0,1,0
0.9040884495538609,0.8996292990450545,0.0,0.0028800362647162085,0.13922250400561947,0.0,0,0,0,1,0,1,0,0,0,0
0.7176808831768731,0.7314846463571748,0.0,0.168360839112078,0.32633111277504445,0.0,0,0,0,1,0,0,0,0,1,0
0.3510003768258169,0.48513819598623137,0.0,0.0,0.28289822404828985,0.0,0,0,0,0,1,1,0,0,0,0
0.9762737868631954,0.975456846038729,0.2654268431357339,0.01740346605561368,0.06842710291485168,0.2936962862354226,0,1,0,0,1,0,0,0,0,0
0.6305682469595177,0.7448424178319566,0.0,0.1950812341004269,0.21512017471982067,0.0,0,0,1,0,1,0,0,0,1,0
0.5964129344637839,0.7088271789947017,0.0,0.0,0.06071535616451219,1.0,0,0,0,1,0,1,0,0,0,1
0.4073564433463476,0.8443634016021616,0.0,0.30152078565889484,0.5776800633367967,0.0,0,0,0,1,0,1,0,0,0,0
0.43042979142073545,0.6712300153592474,0.0,0.0805169110420489,0.14317427227074306,0.0,0,0,0,0,1,0,0,0,0,0
0.5024659874665054,0.6511018424160845,0.0,0.10713513533054124,0.14317427227074306,0.0,0,0,1,0,0,1,0,0,0,0
0.6055260678381118,0.6936282671376394,0.0,0.12229660879179675,0.2079101309506899,0.0,0,0,0,1,0,0,1,0,0,0
0.8431536127158723,0.873374774048008,0.5245896447161865,0.017261072242314143,0.10875413139369693,0.0,0,0,0,1,0,0,0,0,0,0
0.8322676433486244,0.7814360204991186,0.0,0.0,0.07569351569173176,0.0,0,0,1,1,0,1,0,0,0,0
0.31528412347975887,0.5273123916546412,0.0,0.0,0.28289822404828985,0.0,0,0,1,1,0,0,1,0,0,0
0.5964129344637839,0.7470248485673138,0.6027404683116283,0.11175324873901983,0.1356542714953819,0.0,0,0,1,0,1,1,0,0,0,0
1.0,1.0,0.5898990383711932,0.11594049971890656,0.28375759000951867,0.0,0,0,0,1,0,0,1,0,0,0
0.6456446871311031,0.7477204767351994,0.8703595017019787,0.0,0.12600693668120408,0.5657088840758031,0,0,1,1,0,1,0,0,0,1
0.5550181084406983,0.7824343722991803,0.0,0.0,0.14317427227074306,0.0,0,0,0,1,0,0,1,0,0,0
0.8116278301741515,0.9053568734571746,0.2505871842680453,0.031798240069429155,0.16877439100796737,0.0,0,1,0,1,0,0,1,0,0,0
0.614234036558744,0.8308991842926159,0.9999999999999999,0.08835715265458693,0.394958399673845,0.4038466683302809,0,1,0,1,0,0,0,0,1,0
0.924339963215213,0.9385101568552969,0.9593459168952784,0.023107078889270393,0.07117813936197188,0.0,0,0,0,0,1,0,0,0,0,0
0.6908035895561475,0.8640329485962046,0.43168810407145947,0.0,0.0985564244334667,0.0,0,1,0,1,0,0,0,0,1,0
0.3510003768258169,0.7600846826784431,0.0,0.0,0.22741202629365637,0.0,0,1,0,1,0,1,0,0,0,0
0.7500195176741932,0.8599431108536839,0.7495663704151961,0.08399505702134974,0.10718161533063655,0.0,0,0,1,0,0,1,0,0,0,0
0.3811980387534162,0.5886019331379895,0.7383724544855336,0.11678744654549213,0.1044760402628057,0.0,0,0,1,0,0,0,0,0,1,0
0.21521489571036773,0.0,0.0,1.0,1.0,0.0,0,0,0,0,1,0,1,0,0,0
0.2715709622308984,0.4389028458070476,0.0,0.0,0.12743948952851578,0.0,0,1,0,1,0,0,0,0,1,0
0.31528412347975887,0.5106792341308058,0.0,0.61775559786564,0.893806249316082,0.0,0,0,1,0,1,0,0,0,0,0
0.741311548953561,0.86252616341151,0.0,0.08294127241719715,0.22191864780426623,0.0,0,1,0,1,0,0,0,0,1,0
0.4697405867226626,0.5648749556378608,0.0,0.0,0.01316291762285595,0.0,0,1,0,1,0,0,1,0,0,0
0.4510696045952081,0.8677449944513516,0.6701367876821261,0.0,0.1044760402628057,0.6013867632541098,0,0,0,1,0,0,1,0,0,1
0.43042979142073545,0.6220477131940346,0.0,0.16004585958127984,0.41933424638263045,0.0,0,0,0,0,1,0,0,0,1,0
1.0,0.9813532007412216,0.2505871842680453,0.015738527305827536,0.0762684030904717,0.0,0,0,0,1,0,1,0,0,0,0
0.5024659874665054,0.7517154915168135,0.0,0.0,0.1901240282777411,0.0,1,0,0,1,0,0,0,0,0,0
0.5169835198688654,0.6735365152877772,0.5405802177866451,0.040383482584314685,0.15494739812457237,0.0,0,0,0,0,0,0,0,0,0,0
0.6908035895561475,0.8634404656072925,0.9662084476196382,0.0,0.11891639306375595,0.5726103138830018,0,0,1,1,0,0,0,0,1,1
0.7500195176741932,0.9047479130090278,0.0,0.02752245222862303,0.12287847242467866,0.0,0,0,1,1,0,0,1,0,0,0
0.3811980387534162,0.5172795738340552,0.5524464916343835,0.0,0.14317427227074306,0.0,1,0,0,1,0,1,0,0,0,0
0.2715709622308984,0.495492038899285,0.0,0.41830823303036097,0.893806249316082,0.0,0,0,0,0,0,0,0,0,1,0
0.5304990191901265,0.836122819822921,0.30297543093968177,0.32414393886675746,0.511943792434811,0.0,0,0,1,0,0,0,1,0,0,0
0.6225713390567154,0.7985805498433509,0.0,0.0,0.16159122006657836,0.7642070311192293,0,1,0,1,0,1,0,0,0,0
0.5169835198688654,0.6967898253283048,0.7554541821250541,0.09895654545419244,0.24026374041099016,0.0,0,1,0,0,0,1,0,0,0,0
0.707368131600423,0.7182957166149304,0.0,0.07161982178493564,0.22121398953288646,0.0,0,0,0,1,0,1,0,0,0,0
0.7542325196235585,0.7613281438879063,0.585613486036783,0.0,0.08870785014357163,0.0,0,0,0,1,0,0,0,0,0,0
